Compound,X,Xprime,GroupCat,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofB,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,ToleranceBVP,Vc
LiBiO3,O,O,3,208.98038,208.98038,6.941,6.941,1.67,1.67,0.97,0.97,1.175,1.175,0.917,0.917,0.974,0.9,0.9,0.9,0.9,0.76,0.76,0.76,0.76,7.2856,7.2856,5.39172,5.39172,1.9,1.9,0.98,0.98,0.92,0.92,0.985,0.985,1342,1342,1564,1564,46,46,13.4,13.4,0.534,0.534,9.79,9.79,432,432,53.3,53.3,180.5,180.5,271.4,271.4,3.57,3.57,0.122,0.122,0.847,0.847,0.0787,0.0787,1.175,0.917,0.792877138283928,110.061140087516
LiNO3,O,O,16,14.0067,14.0067,6.941,6.941,3.07,3.07,0.97,0.97,1.175,1.175,-300,-300,0.346,0.9,0.9,0.27,0.27,0.13,0.13,0.76,0.76,14.53414,14.53414,5.39172,5.39172,3.04,3.04,0.98,0.98,0.33,0.33,0.985,0.985,1342,1342,-300,-300,46,46,-300,-300,0.534,0.534,-300,-300,432,432,-300,-300,180.5,180.5,-300,-300,3.57,3.57,-300,-300,0.847,0.847,-300,-300,1.175,-300,-300,-1.71414201443455
LiPO3,O,O,13,30.973761,30.973761,6.941,6.941,2.06,2.06,0.97,0.97,1.175,1.175,0.474,0.474,0.531,0.9,0.9,0.52,0.52,0.38,0.38,0.76,0.76,10.48669,10.48669,5.39172,5.39172,2.19,2.19,0.98,0.98,0.6,0.6,0.985,0.985,1342,1342,-300,-300,46,46,-300,-300,0.534,0.534,-300,-300,432,432,-300,-300,180.5,180.5,-300,-300,3.57,3.57,-300,-300,0.847,0.847,-300,-300,1.175,0.474,1.00145467525529,138.500616584969
LiReO3,O,O,16,186.207,186.207,6.941,6.941,1.46,1.46,0.97,0.97,1.175,1.175,0.717,0.717,0.774,0.9,0.9,0.72,0.72,0.58,0.58,0.76,0.76,7.8335,7.8335,5.39172,5.39172,1.9,1.9,0.98,0.98,1.19,1.19,0.985,0.985,1342,1342,5596,5596,46,46,6.2,6.2,0.534,0.534,20.8,20.8,432,432,324.5,324.5,180.5,180.5,3186,3186,3.57,3.57,0.137,0.137,0.847,0.847,0.479,0.479,1.175,0.717,0.875168486315473,121.306696152606
LiSbO3,O,O,5,121.76,121.76,6.941,6.941,1.82,1.82,0.97,0.97,1.175,1.175,0.799,0.799,0.856,0.9,0.9,0.74,0.74,0.6,0.6,0.76,0.76,8.6084,8.6084,5.39172,5.39172,2.05,2.05,0.98,0.98,0.83,0.83,0.985,0.985,1342,1342,1587,1587,46,46,11,11,0.534,0.534,6.68,6.68,432,432,162.5,162.5,180.5,180.5,630.63,630.63,3.57,3.57,0.207,0.207,0.847,0.847,0.243,0.243,1.175,0.799,0.839447323608719,116.42924567714
LiVO3,O,O,16,50.9415,50.9415,6.941,6.941,1.45,1.45,0.97,0.97,1.175,1.175,0.66,0.66,0.717,0.9,0.9,0.68,0.68,0.54,0.54,0.76,0.76,6.7462,6.7462,5.39172,5.39172,1.63,1.63,0.98,0.98,1.09,1.09,0.985,0.985,1342,1342,3407,3407,46,46,8.4,8.4,0.534,0.534,6,6,432,432,422,422,180.5,180.5,1910,1910,3.57,3.57,0.489,0.489,0.847,0.847,0.307,0.307,1.175,0.66,0.90184474498926,124.94510098902
LiVPO6,O,O,11,50.9415,30.973761,6.941,6.941,1.45,2.06,0.97,0.97,1.175,1.175,0.474,0.66,0.717,0.9,0.9,0.52,0.68,0.54,0.38,0.76,0.76,6.7462,10.48669,5.39172,5.39172,1.63,2.19,0.98,0.98,1.09,0.6,0.985,0.985,1342,1342,3407,-300,46,46,8.4,-300,0.534,0.534,6,-300,432,432,422,-300,180.5,180.5,1910,-300,3.57,3.57,0.489,-300,0.847,0.847,0.307,-300,1.175,0.567,0.949043147512614,130.921299073685
Lu2CuTiO6,O,O,1,63.546,47.867,174.967,174.967,1.75,1.32,-300,-300,1.274,1.274,0.755,0.875,0.933,1.001,1.001,0.745,0.87,0.73,0.61,0.86,0.86,7.72638,6.8281,5.4259,5.4259,1.9,1.54,1,1,0.88,1.15,-300,-300,3402,3402,2562,3287,9.9,9.9,16.5,8.6,9.84,9.84,8.96,4.51,126,126,203.5,295.6,1663,1663,1084.62,1670,0.154,0.154,0.384,0.522,0.164,0.164,4.01,0.219,1.274,0.815,0.867384318255498,36.8853847417484
Lu2NiMnO6,O,O,5,58.6934,54.938049,174.967,174.967,1.75,1.6,-300,-300,1.274,1.274,0.693,0.85,0.908,1.001,1.001,0.67,0.83,0.69,0.53,0.86,0.86,7.6398,7.43402,5.4259,5.4259,1.91,1.55,1,1,0.96,0.99,-300,-300,3402,3402,2913,2061,9.9,9.9,13.4,21.7,9.84,9.84,8.9,7.3,126,126,290.3,235,1663,1663,1455,1246,0.154,0.154,0.445,0.479,0.164,0.164,0.907,0.0782,1.274,0.7715,0.886426063319396,37.6578614772409
LuCoO3,O,O,5,58.9332,58.9332,174.967,174.967,1.7,1.7,-300,-300,1.274,1.274,0.683,0.683,0.741,1.001,1.001,0.75,0.75,0.55,0.55,0.86,0.86,7.881,7.881,5.4259,5.4259,1.88,1.88,1,1,0.92,0.92,-300,-300,3402,3402,2927,2927,9.9,9.9,13,13,9.84,9.84,8.86,8.86,126,126,272.5,272.5,1663,1663,1495,1495,0.154,0.154,0.421,0.421,0.164,0.164,1,1,1.274,0.683,0.927867535376325,44.4300413584644
LuCrO3,O,O,5,51.9961,51.9961,174.967,174.967,1.56,1.56,-300,-300,1.274,1.274,0.77,0.77,0.828,1.001,1.001,0.755,0.755,0.62,0.62,0.86,0.86,6.7665,6.7665,5.4259,5.4259,1.66,1.66,1,1,1.07,1.07,-300,-300,3402,3402,2671,2671,9.9,9.9,4.9,4.9,9.84,9.84,7.15,7.15,126,126,404,404,1663,1663,1907,1907,0.154,0.154,0.45,0.45,0.164,0.164,0.937,0.937,1.274,0.77,0.887097598215851,42.5078578515178
LuMnO3,O,O,5,54.938049,54.938049,174.967,174.967,1.6,1.6,-300,-300,1.274,1.274,0.806,0.806,0.864,1.001,1.001,0.72,0.72,0.58,0.58,0.86,0.86,7.43402,7.43402,5.4259,5.4259,1.55,1.55,1,1,0.99,0.99,-300,-300,3402,3402,2061,2061,9.9,9.9,21.7,21.7,9.84,9.84,7.3,7.3,126,126,235,235,1663,1663,1246,1246,0.154,0.154,0.479,0.479,0.164,0.164,0.0782,0.0782,1.274,0.806,0.871256569676282,41.7602658741726
LuNiO3,O,O,5,58.6934,58.6934,174.967,174.967,1.75,1.75,-300,-300,1.274,1.274,0.786,0.786,0.844,1.001,1.001,0.7,0.7,0.56,0.56,0.86,0.86,7.6398,7.6398,5.4259,5.4259,1.91,1.91,1,1,0.96,0.96,-300,-300,3402,3402,2913,2913,9.9,9.9,13.4,13.4,9.84,9.84,8.9,8.9,126,126,290.3,290.3,1663,1663,1455,1455,0.154,0.154,0.445,0.445,0.164,0.164,0.907,0.907,1.274,0.786,0.879986595424541,42.1723162955156
LuRhO3,O,O,5,102.9055,102.9055,174.967,174.967,1.45,1.45,-300,-300,1.274,1.274,0.839,0.839,0.897,1.001,1.001,0.805,0.805,0.67,0.67,0.86,0.86,7.4589,7.4589,5.4259,5.4259,2.28,2.28,1,1,1.11,1.11,-300,-300,3402,3402,3695,3695,9.9,9.9,8.2,8.2,9.84,9.84,12.4,12.4,126,126,258.4,258.4,1663,1663,1963,1963,0.154,0.154,0.243,0.243,0.164,0.164,1.5,1.5,1.274,0.839,0.857224619066561,41.0977070479507
LuVO3,O,O,5,50.9415,50.9415,174.967,174.967,1.45,1.45,-300,-300,1.274,1.274,0.789,0.789,0.847,1.001,1.001,0.78,0.78,0.64,0.64,0.86,0.86,6.7462,6.7462,5.4259,5.4259,1.63,1.63,1,1,1.09,1.09,-300,-300,3402,3402,3407,3407,9.9,9.9,8.4,8.4,9.84,9.84,6,6,126,126,422,422,1663,1663,1910,1910,0.154,0.154,0.489,0.489,0.164,0.164,0.307,0.307,1.274,0.789,0.878665955211298,42.1099911191063
Mg2BiAsO6,O,O,16,208.98038,74.9216,24.305,24.305,1.67,2.02,1.23,1.23,1.146,1.146,0.624,1.14,1.198,0.86,0.86,0.6,1.17,1.03,0.46,0.72,0.72,7.2856,9.7886,7.64624,7.64624,1.9,2.18,1.31,1.31,0.92,0.67,0.9,0.9,1090,1090,1564,-300,24.8,24.8,13.4,-300,1.74,1.74,9.79,-300,348.9,348.9,53.3,-300,650,650,271.4,-300,1.024,1.024,0.122,-300,1.56,1.56,0.0787,-300,1.146,0.882,0.796340141718693,66.5650366653515
Mg2BiPO6,O,O,16,208.98038,208.98038,24.305,24.305,1.67,1.67,1.23,1.23,1.146,1.146,0.917,1.14,1.198,0.86,0.86,0.9,1.17,1.03,0.76,0.72,0.72,7.2856,7.2856,7.64624,7.64624,1.9,1.9,1.31,1.31,0.92,0.92,0.9,0.9,1090,1090,1564,1564,24.8,24.8,13.4,13.4,1.74,1.74,9.79,9.79,348.9,348.9,53.3,53.3,650,650,271.4,271.4,1.024,1.024,0.122,0.122,1.56,1.56,0.0787,0.0787,1.146,1.0285,0.744223174659596,62.570082728472
MgCO3,O,O,13,12.0107,12.0107,24.305,24.305,2.5,2.5,1.23,1.23,1.146,1.146,0.33,0.33,0.387,0.86,0.86,0.3,0.3,0.16,0.16,0.72,0.72,11.2603,11.2603,7.64624,7.64624,2.55,2.55,1.31,1.31,0.39,0.39,0.9,0.9,1090,1090,-300,-300,24.8,24.8,-300,-300,1.74,1.74,-300,-300,348.9,348.9,-300,-300,650,650,-300,-300,1.024,1.024,-300,-300,1.56,1.56,-300,-300,1.146,0.33,1.08178154316591,96.7683169279942
MgSiO3,O,O,11,-300,-300,24.305,24.305,-300,-300,1.23,1.23,1.146,1.146,-300,-300,0,0.86,0.86,-300,-300,-300,-300,0.72,0.72,-300,-300,7.64624,7.64624,-300,-300,1.31,1.31,-300,-300,0.9,0.9,1090,1090,-300,-300,24.8,24.8,-300,-300,1.74,1.74,-300,-300,348.9,348.9,-300,-300,650,650,-300,-300,1.024,1.024,-300,-300,1.56,1.56,-300,-300,1.146,-300,-300,-1.09559064212426
MgTiO3,O,O,2,47.867,47.867,24.305,24.305,1.32,1.32,1.23,1.23,1.146,1.146,0.755,0.755,0.812,0.86,0.86,0.745,0.745,0.61,0.61,0.72,0.72,6.8281,6.8281,7.64624,7.64624,1.54,1.54,1.31,1.31,1.15,1.15,0.9,0.9,1090,1090,3287,3287,24.8,24.8,8.6,8.6,1.74,1.74,4.51,4.51,348.9,348.9,295.6,295.6,650,650,1670,1670,1.024,1.024,0.522,0.522,1.56,1.56,0.219,0.219,1.146,0.755,0.847808435865397,76.157807219721
Mn2FeReO6,O,O,5,55.845,186.207,54.938049,54.938049,1.64,1.46,1.6,1.6,1.243,1.243,0.717,0.805,0.863,0.81,0.81,0.72,0.69,0.55,0.58,0.83,0.83,7.9024,7.8335,7.43402,7.43402,1.83,1.9,1.55,1.55,0.95,1.19,0.99,0.99,2061,2061,2861,5596,21.7,21.7,11.8,6.2,7.3,7.3,7.87,20.8,235,235,247.3,324.5,1246,1246,1538,3186,0.479,0.479,0.449,0.137,0.0782,0.0782,0.802,0.479,1.243,0.761,0.880026856545206,71.0599480260668
Mn2FeSbO6,O,O,5,55.845,121.76,54.938049,54.938049,1.64,1.82,1.6,1.6,1.243,1.243,0.799,0.805,0.863,0.81,0.81,0.74,0.69,0.55,0.6,0.83,0.83,7.9024,8.6084,7.43402,7.43402,1.83,2.05,1.55,1.55,0.95,0.83,0.99,0.99,2061,2061,2861,1587,21.7,21.7,11.8,11,7.3,7.3,7.87,6.68,235,235,247.3,162.5,1246,1246,1538,630.63,0.479,0.479,0.449,0.207,0.0782,0.0782,0.802,0.243,1.243,0.802,0.862093903703082,69.7298347600574
Mn2FeWO6,O,O,2,55.845,55.845,54.938049,54.938049,1.64,1.64,1.6,1.6,1.243,1.243,0.55,0.93,0.988,0.81,0.81,-300,0.75,0.61,-300,0.83,0.83,7.9024,7.9024,7.43402,7.43402,1.83,1.83,1.55,1.55,0.95,0.95,0.99,0.99,2061,2061,2861,2861,21.7,21.7,11.8,11.8,7.3,7.3,7.87,7.87,235,235,247.3,247.3,1246,1246,1538,1538,0.479,0.479,0.449,0.449,0.0782,0.0782,0.802,0.802,1.243,0.74,0.889504068846462,57.166916994471
MnCO3,O,O,13,12.0107,12.0107,54.938049,54.938049,2.5,2.5,1.6,1.6,1.243,1.243,0.33,0.33,0.387,0.81,0.81,0.3,0.3,0.16,0.16,0.83,0.83,11.2603,11.2603,7.43402,7.43402,2.55,2.55,1.55,1.55,0.39,0.39,0.99,0.99,2061,2061,-300,-300,21.7,21.7,-300,-300,7.3,7.3,-300,-300,235,235,-300,-300,1246,1246,-300,-300,0.479,0.479,-300,-300,0.0782,0.0782,-300,-300,1.243,0.33,1.12632008717572,96.7683169279942
MnSnO3,O,O,2,118.71,118.71,54.938049,54.938049,1.72,1.72,1.6,1.6,1.243,1.243,0.845,0.845,0.902,0.81,0.81,0.83,0.83,0.69,0.69,0.83,0.83,7.3439,7.3439,7.43402,7.43402,1.96,1.96,1.55,1.55,0.88,0.88,0.99,0.99,2061,2061,2602,2602,21.7,21.7,22,22,7.3,7.3,7.26,7.26,235,235,60.4,60.4,1246,1246,231.93,231.93,0.479,0.479,0.227,0.227,0.0782,0.0782,0.666,0.666,1.243,0.845,0.844054955839709,72.8710751577184
MnVO3,O,O,5,50.9415,50.9415,54.938049,54.938049,1.45,1.45,1.6,1.6,1.243,1.243,0.724,0.724,0.781,0.81,0.81,0.72,0.72,0.58,0.58,0.83,0.83,6.7462,6.7462,7.43402,7.43402,1.63,1.63,1.55,1.55,1.09,1.09,0.99,0.99,2061,2061,3407,3407,21.7,21.7,8.4,8.4,7.3,7.3,6,6,235,235,422,422,1246,1246,1910,1910,0.479,0.479,0.489,0.489,0.0782,0.0782,0.307,0.307,1.243,0.724,0.896862944286764,77.3596363547785
Na2LiAlF6,F,F,5,6.941,26.981538,22.98977,22.98977,0.97,1.47,1.01,1.01,1.512,1.512,0.666,0.919,0.976,1.16,1.16,0.675,0.9,0.76,0.54,1.02,1.02,5.39172,5.98577,5.13908,5.13908,0.98,1.61,0.93,0.93,0.985,0.77,1.1,1.1,882.94,882.94,1342,2519,71,71,46,23.1,0.97,0.97,0.534,2.7,113.1,113.1,432,399.9,97.79,97.79,180.5,660.32,1.225,1.225,3.57,0.904,1.41,1.41,0.847,2.37,1.512,0.7925,0.969694305864597,13.9578007229464
Na2NbAsO6,O,O,16,92.90638,74.9216,22.98977,22.98977,1.23,2.02,1.01,1.01,1.512,1.512,0.624,0.768,0.825,1.16,1.16,0.6,0.78,0.64,0.46,1.02,1.02,6.75885,9.7886,5.13908,5.13908,1.6,2.18,0.93,0.93,1.23,0.67,1.1,1.1,882.94,882.94,4744,-300,71,71,7.3,-300,0.97,0.97,8.57,-300,113.1,113.1,323,-300,97.79,97.79,2477,-300,1.225,1.225,0.265,-300,1.41,1.41,0.537,-300,1.512,0.696,1.00983455319506,122.316535735828
Na2SeMoO6,O,O,16,78.96,95.94,22.98977,22.98977,2.48,1.3,1.01,1.01,1.512,1.512,0.7,0.751,0.808,1.16,1.16,0.73,0.64,0.5,0.59,1.02,1.02,9.75238,7.09243,5.13908,5.13908,2.55,2.16,0.93,0.93,0.615,1.22,1.1,1.1,882.94,882.94,685,4639,71,71,-300,4.8,0.97,0.97,-300,10.2,113.1,113.1,-300,390.7,97.79,97.79,-300,2622,1.225,1.225,-300,0.251,1.41,1.41,-300,1.38,1.512,0.7255,0.994443119808722,115.849908459154
Na2SnTeO6,O,O,5,118.71,127.6,22.98977,22.98977,1.72,2.01,1.01,1.01,1.512,1.512,0.71,0.845,0.902,1.16,1.16,0.7,0.83,0.69,0.56,1.02,1.02,7.3439,9.0096,5.13908,5.13908,1.96,2.1,0.93,0.93,0.88,0.79,1.1,1.1,882.94,882.94,2602,-300,71,71,22,-300,0.97,0.97,7.26,-300,113.1,113.1,60.4,-300,97.79,97.79,231.93,-300,1.225,1.225,0.227,-300,1.41,1.41,0.666,-300,1.512,0.7775,0.96842498535335,112.709535832616
Na2TiTeO6,O,O,7,47.867,127.6,22.98977,22.98977,1.32,2.01,1.01,1.01,1.512,1.512,0.71,0.755,0.812,1.16,1.16,0.7,0.745,0.61,0.56,1.02,1.02,6.8281,9.0096,5.13908,5.13908,1.54,2.1,0.93,0.93,1.15,0.79,1.1,1.1,882.94,882.94,3287,-300,71,71,8.6,-300,0.97,0.97,4.51,-300,113.1,113.1,295.6,-300,97.79,97.79,1670,-300,1.225,1.225,0.522,-300,1.41,1.41,0.219,-300,1.512,0.7325,0.990859540998601,115.451014268521
Na2USiO6,O,O,16,238.02891,28.0855,22.98977,22.98977,-300,1.74,1.01,1.01,1.512,1.512,0.564,0.84,0.898,1.16,1.16,0.54,0.87,0.73,0.4,1.02,1.02,6.19405,8.15169,5.13908,5.13908,1.7,1.9,0.93,0.93,-300,0.68,1.1,1.1,882.94,882.94,4131,-300,71,71,13.9,-300,0.97,0.97,19.1,-300,113.1,113.1,38.4,-300,97.79,97.79,1135,-300,1.225,1.225,0.116,-300,1.41,1.41,0.276,-300,1.512,0.702,1.00666561631265,116.764044491209
Na3AlF6,F,F,5,22.98977,26.981538,22.98977,22.98977,1.01,1.47,1.01,1.01,1.512,1.512,0.666,1.256,1.313,1.16,1.16,0.675,1.16,1.02,0.54,1.02,1.02,5.13908,5.98577,5.13908,5.13908,0.93,1.61,0.93,0.93,1.1,0.77,1.1,1.1,882.94,882.94,882.94,2519,71,71,71,23.1,0.97,0.97,0.97,2.7,113.1,113.1,113.1,399.9,97.79,97.79,97.79,660.32,1.225,1.225,1.225,0.904,1.41,1.41,1.41,2.37,1.512,0.961,0.892109552522629,12.8278137472794
Na3CrF6,F,F,5,22.98977,51.9961,22.98977,22.98977,1.01,1.56,1.01,1.01,1.512,1.512,0.77,1.256,1.313,1.16,1.16,0.755,1.16,1.02,0.62,1.02,1.02,5.13908,6.7665,5.13908,5.13908,0.93,1.66,0.93,0.93,1.1,1.07,1.1,1.1,882.94,882.94,882.94,2671,71,71,71,4.9,0.97,0.97,0.97,7.15,113.1,113.1,113.1,404,97.79,97.79,97.79,1907,1.225,1.225,1.225,0.45,1.41,1.41,1.41,0.937,1.512,1.013,0.870612936799192,12.5536825996463
Na3DyCl6,Cl,Cl,5,22.98977,162.5,22.98977,22.98977,1.01,-300,1.01,1.01,1.512,1.512,1.047,1.256,1.313,1.16,1.16,1.052,1.16,1.02,0.91,1.02,1.02,5.13908,5.9389,5.13908,5.13908,0.93,1.22,0.93,0.93,1.1,-300,1.1,1.1,882.94,882.94,882.94,2567,71,71,71,9.9,0.97,0.97,0.97,8.55,113.1,113.1,113.1,68.1,97.79,97.79,97.79,1412,1.225,1.225,1.225,0.17,1.41,1.41,1.41,0.107,1.512,1.1515,0.797453048993654,11.8776278294464
Na3ErCl6,Cl,Cl,5,22.98977,167.259,22.98977,22.98977,1.01,-300,1.01,1.01,1.512,1.512,1.034,1.256,1.313,1.16,1.16,1.03,1.16,1.02,0.89,1.02,1.02,5.13908,6.1077,5.13908,5.13908,0.93,1.24,0.93,0.93,1.1,-300,1.1,1.1,882.94,882.94,882.94,2868,71,71,71,12.2,0.97,0.97,0.97,9.07,113.1,113.1,113.1,119,97.79,97.79,97.79,1529,1.225,1.225,1.225,0.168,1.41,1.41,1.41,0.145,1.512,1.145,0.799294414826144,11.907723433184
Na3FeF6,F,F,5,22.98977,55.845,22.98977,22.98977,1.01,1.64,1.01,1.01,1.512,1.512,0.805,1.256,1.313,1.16,1.16,0.69,1.16,1.02,0.55,1.02,1.02,5.13908,7.9024,5.13908,5.13908,0.93,1.83,0.93,0.93,1.1,0.95,1.1,1.1,882.94,882.94,882.94,2861,71,71,71,11.8,0.97,0.97,0.97,7.87,113.1,113.1,113.1,247.3,97.79,97.79,97.79,1538,1.225,1.225,1.225,0.449,1.41,1.41,1.41,0.802,1.512,1.0305,0.863609615082812,12.4640431077691
Na3HoCl6,Cl,Cl,5,22.98977,164.93032,22.98977,22.98977,1.01,-300,1.01,1.01,1.512,1.512,1.071,1.256,1.313,1.16,1.16,1.041,1.16,1.02,0.901,1.02,1.02,5.13908,6.0215,5.13908,5.13908,0.93,1.23,0.93,0.93,1.1,-300,1.1,1.1,882.94,882.94,882.94,2700,71,71,71,11.2,0.97,0.97,0.97,8.8,113.1,113.1,113.1,103,97.79,97.79,97.79,1474,1.225,1.225,1.225,0.165,1.41,1.41,1.41,0.162,1.512,1.1635,0.794075799447889,11.822464530581
Na3MnF6,F,F,5,22.98977,54.938049,22.98977,22.98977,1.01,1.6,1.01,1.01,1.512,1.512,0.806,1.256,1.313,1.16,1.16,0.72,1.16,1.02,0.58,1.02,1.02,5.13908,7.43402,5.13908,5.13908,0.93,1.55,0.93,0.93,1.1,0.99,1.1,1.1,882.94,882.94,882.94,2061,71,71,71,21.7,0.97,0.97,0.97,7.3,113.1,113.1,113.1,235,97.79,97.79,97.79,1246,1.225,1.225,1.225,0.479,1.41,1.41,1.41,0.0782,1.512,1.031,0.863411175373463,12.4615007858202
Na3MoO3F3,O,F,2,22.98977,95.94,22.98977,22.98977,1.01,1.3,1.01,1.01,1.512,1.512,0.7,1.256,1.313,1.16,1.16,0.73,1.16,1.02,0.59,1.02,1.02,5.13908,7.09243,5.13908,5.13908,0.93,2.16,0.93,0.93,1.1,1.22,1.1,1.1,882.94,882.94,882.94,4639,71,71,71,4.8,0.97,0.97,0.97,10.2,113.1,113.1,113.1,390.7,97.79,97.79,97.79,2622,1.225,1.225,1.225,0.251,1.41,1.41,1.41,1.38,1.512,0.978,0.882284244027474,25.4737721463236
Na3NiF6,F,F,5,22.98977,58.6934,22.98977,22.98977,1.01,1.75,1.01,1.01,1.512,1.512,0.786,1.256,1.313,1.16,1.16,0.7,1.16,1.02,0.56,1.02,1.02,5.13908,7.6398,5.13908,5.13908,0.93,1.91,0.93,0.93,1.1,0.96,1.1,1.1,882.94,882.94,882.94,2913,71,71,71,13.4,0.97,0.97,0.97,8.9,113.1,113.1,113.1,290.3,97.79,97.79,97.79,1455,1.225,1.225,1.225,0.445,1.41,1.41,1.41,0.907,1.512,1.021,0.867397376552473,12.5125450861887
Na3ScBr6,Br,Br,2,22.98977,44.95591,22.98977,22.98977,1.01,1.2,1.01,1.01,1.512,1.512,0.895,1.256,1.313,1.16,1.16,0.885,1.16,1.02,0.75,1.02,1.02,5.13908,6.5615,5.13908,5.13908,0.93,1.36,0.93,0.93,1.1,1.22,1.1,1.1,882.94,882.94,882.94,2836,71,71,71,10.2,0.97,0.97,0.97,2.99,113.1,113.1,113.1,314,97.79,97.79,97.79,1541,1.225,1.225,1.225,0.567,1.41,1.41,1.41,0.158,1.512,1.0755,0.813703952655353,12.2393137680943
Na3ScCl6,Cl,Cl,5,22.98977,44.95591,22.98977,22.98977,1.01,1.2,1.01,1.01,1.512,1.512,0.895,1.256,1.313,1.16,1.16,0.885,1.16,1.02,0.75,1.02,1.02,5.13908,6.5615,5.13908,5.13908,0.93,1.36,0.93,0.93,1.1,1.22,1.1,1.1,882.94,882.94,882.94,2836,71,71,71,10.2,0.97,0.97,0.97,2.99,113.1,113.1,113.1,314,97.79,97.79,97.79,1541,1.225,1.225,1.225,0.567,1.41,1.41,1.41,0.158,1.512,1.0755,0.819527873879291,12.2393137680943
Na3TiCl6,Cl,Cl,5,22.98977,47.867,22.98977,22.98977,1.01,1.32,1.01,1.01,1.512,1.512,0.837,1.256,1.313,1.16,1.16,0.81,1.16,1.02,0.67,1.02,1.02,5.13908,6.8281,5.13908,5.13908,0.93,1.54,0.93,0.93,1.1,1.15,1.1,1.1,882.94,882.94,882.94,3287,71,71,71,8.6,0.97,0.97,0.97,4.51,113.1,113.1,113.1,295.6,97.79,97.79,97.79,1670,1.225,1.225,1.225,0.522,1.41,1.41,1.41,0.219,1.512,1.0465,0.828276744979052,12.383199988354
Na3VF6,F,F,5,22.98977,50.9415,22.98977,22.98977,1.01,1.45,1.01,1.01,1.512,1.512,0.789,1.256,1.313,1.16,1.16,0.78,1.16,1.02,0.64,1.02,1.02,5.13908,6.7462,5.13908,5.13908,0.93,1.63,0.93,0.93,1.1,1.09,1.1,1.1,882.94,882.94,882.94,3407,71,71,71,8.4,0.97,0.97,0.97,6,113.1,113.1,113.1,422,97.79,97.79,97.79,1910,1.225,1.225,1.225,0.489,1.41,1.41,1.41,0.307,1.512,1.0225,0.866797101551399,12.5048617990866
Na3YBr6,Br,Br,5,22.98977,88.90585,22.98977,22.98977,1.01,1.11,1.01,1.01,1.512,1.512,1.065,1.256,1.313,1.16,1.16,1.04,1.16,1.02,0.9,1.02,1.02,5.13908,6.2171,5.13908,5.13908,0.93,1.22,0.93,0.93,1.1,1.32,1.1,1.1,882.94,882.94,882.94,3345,71,71,71,10.6,0.97,0.97,0.97,4.47,113.1,113.1,113.1,128,97.79,97.79,97.79,1522,1.225,1.225,1.225,0.298,1.41,1.41,1.41,0.172,1.512,1.1605,0.790498169741176,11.8362072628852
NaAsO3,O,O,16,74.9216,74.9216,22.98977,22.98977,2.02,2.02,1.01,1.01,1.512,1.512,0.624,0.624,0.681,1.16,1.16,0.6,0.6,0.46,0.46,1.02,1.02,9.7886,9.7886,5.13908,5.13908,2.18,2.18,0.93,0.93,0.67,0.67,1.1,1.1,882.94,882.94,-300,-300,71,71,-300,-300,0.97,0.97,-300,-300,113.1,113.1,-300,-300,97.79,97.79,-300,-300,1.225,1.225,-300,-300,1.41,1.41,-300,-300,1.512,0.624,1.04947909399661,127.357665757282
NaBiO3,O,O,2,208.98038,208.98038,22.98977,22.98977,1.67,1.67,1.01,1.01,1.512,1.512,0.917,0.917,0.974,1.16,1.16,0.9,0.9,0.76,0.76,1.02,1.02,7.2856,7.2856,5.13908,5.13908,1.9,1.9,0.93,0.93,0.92,0.92,1.1,1.1,882.94,882.94,1564,1564,71,71,13.4,13.4,0.97,0.97,9.79,9.79,113.1,113.1,53.3,53.3,97.79,97.79,271.4,271.4,1.225,1.225,0.122,0.122,1.41,1.41,0.0787,0.0787,1.512,0.917,0.904910511701825,110.061140087516
